preDexNum,preId,preFormKey,evoDexNum,evoId,evoFormKey,en,es-ES,es-419,fr,it,de,zh-Hans,zh-Hant,pt-BR,ko,ja,ca,eu,da,th,tr,ro,ru,id,hi,tl,nb-NO,sv,uk,vi,pl
70,WEEPINBELL,,71,VICTREEBEL,,Use the Leaf Stone (Great),Usa Piedra Hoja (Súper),Use the Piedra Hoja (Great),Avec l’objet Pierre Plante (Super),Con l’oggetto Pietrafoglia(Mega),Benötigt Blattstein (Super),使用叶之石 (超级球),使用葉之石 (超級球),Use Pedra da Folha (Super),아이템 사용: 리프의돌 (슈퍼),リーフのいし (スーパー)を 使う,Utilitza l’objecte Leaf Stone (Súper),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Yaprak Taşı (Great),Use the Leaf Stone (Great),Используйте Лиственный Камень Мега,Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Använd förmålet Lövsten (Super),Use the Листовий Камінь (Great),Sử dụng vật phẩm Leaf Stone (Great),Use the Leaf Stone (Great)
72,TENTACOOL,,73,TENTACRUEL,,At Level 30,Al Nv.30,At Level 30,Au N. 30,Al Livello 30,Auf Lv. 30,在等级30,在等級30,No Nível 30,레벨 30,Lv.30で,Al nivell 30,At Level 30,At Level 30,At Level 30,At Level 30,At Level 30,На 30 Ур.,At Level 30,At Level 30,At Level 30,At Level 30,Vid nivå 30,At Level 30,Ở Cấp 30,Na Poziomie 30
74,GEODUDE,,75,GRAVELER,,At Level 25,Al Nv.25,At Level 25,Au N. 25,Al Livello 25,Auf Lv. 25,在等级25,在等級25,No Nível 25,레벨 25,Lv.25で,Al nivell 25,At Level 25,At Level 25,At Level 25,At Level 25,At Level 25,На 25 Ур.,At Level 25,At Level 25,At Level 25,At Level 25,Vid nivå 25,At Level 25,Ở Cấp 25,Na Poziomie 25
75,GRAVELER,,76,GOLEM,,Use the Linking Cord (Great),Usa Cordón Unión (Súper),Use the Cordón Unión (Great),Avec l’objet Fil de Liaison (Super),Con l’oggetto Filo dell’unione(Mega),Benötigt Linkkabel (Super),使用联系绳 (超级球),使用聯繫繩 (超級球),Use Cabo de Conexão (Super),아이템 사용: 연결의끈 (슈퍼),つながりのヒモ (スーパー)を 使う,Utilitza l’objecte Linking Cord (Súper),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Используйте Соединительный Шнур Мега,Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Använd förmålet Länkande lina (Super),Use the З’єднувальний Шнур (Great),Sử dụng vật phẩm Linking Cord (Great),Use the Linking Cord (Great)
77,PONYTA,,78,RAPIDASH,,At Level 40,Al Nv.40,At Level 40,Au N. 40,Al Livello 40,Auf Lv. 40,在等级40,在等級40,No Nível 40,레벨 40,Lv.40で,Al nivell 40,At Level 40,At Level 40,At Level 40,At Level 40,At Level 40,На 40 Ур.,At Level 40,At Level 40,At Level 40,At Level 40,Vid nivå 40,At Level 40,Ở Cấp 40,Na Poziomie 40
79,SLOWPOKE,,80,SLOWBRO,,At Level 37,Al Nv.37,At Level 37,Au N. 37,Al Livello 37,Auf Lv. 37,在等级37,在等級37,No Nível 37,레벨 37,Lv.37で,Al nivell 37,At Level 37,At Level 37,At Level 37,At Level 37,At Level 37,На 37 Ур.,At Level 37,At Level 37,At Level 37,At Level 37,Vid nivå 37,At Level 37,Ở Cấp 37,Na Poziomie 37
79,SLOWPOKE,,199,SLOWKING,,Use the Linking Cord (Great),Usa Cordón Unión (Súper),Use the Cordón Unión (Great),Avec l’objet Fil de Liaison (Super),Con l’oggetto Filo dell’unione(Mega),Benötigt Linkkabel (Super),使用联系绳 (超级球),使用聯繫繩 (超級球),Use Cabo de Conexão (Super),아이템 사용: 연결의끈 (슈퍼),つながりのヒモ (スーパー)を 使う,Utilitza l’objecte Linking Cord (Súper),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Используйте Соединительный Шнур Мега,Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Använd förmålet Länkande lina (Super),Use the З’єднувальний Шнур (Great),Sử dụng vật phẩm Linking Cord (Great),Use the Linking Cord (Great)
81,MAGNEMITE,,82,MAGNETON,,At Level 30,Al Nv.30,At Level 30,Au N. 30,Al Livello 30,Auf Lv. 30,在等级30,在等級30,No Nível 30,레벨 30,Lv.30で,Al nivell 30,At Level 30,At Level 30,At Level 30,At Level 30,At Level 30,На 30 Ур.,At Level 30,At Level 30,At Level 30,At Level 30,Vid nivå 30,At Level 30,Ở Cấp 30,Na Poziomie 30
82,MAGNETON,,462,MAGNEZONE,,Use the Thunder Stone (Great),Usa Piedra Trueno (Súper),Use the Piedra Trueno (Great),Avec l’objet Pierre Foudre (Super),Con l’oggetto Pietratuono(Mega),Benötigt Donnerstein (Super),使用雷之石 (超级球),使用雷之石 (超級球),Use Pedra do Trovão (Super),아이템 사용: 천둥의돌 (슈퍼),かみなりのいし (スーパー)を 使う,Utilitza l’objecte Thunder Stone (Súper),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Yıldırım Taşı (Great),Use the Thunder Stone (Great),Используйте Громовой Камень Мега,Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Use the Thunder Stone (Great),Använd förmålet Åsksten (Super),Use the Електро-Камінь (Great),Sử dụng vật phẩm Thunder Stone (Great),Use the Thunder Stone (Great)
84,DODUO,,85,DODRIO,,At Level 31,Al Nv.31,At Level 31,Au N. 31,Al Livello 31,Auf Lv. 31,在等级31,在等級31,No Nível 31,레벨 31,Lv.31で,Al nivell 31,At Level 31,At Level 31,At Level 31,At Level 31,At Level 31,На 31 Ур.,At Level 31,At Level 31,At Level 31,At Level 31,Vid nivå 31,At Level 31,Ở Cấp 31,Na Poziomie 31
86,SEEL,,87,DEWGONG,,At Level 34,Al Nv.34,At Level 34,Au N. 34,Al Livello 34,Auf Lv. 34,在等级34,在等級34,No Nível 34,레벨 34,Lv.34で,Al nivell 34,At Level 34,At Level 34,At Level 34,At Level 34,At Level 34,На 34 Ур.,At Level 34,At Level 34,At Level 34,At Level 34,Vid nivå 34,At Level 34,Ở Cấp 34,Na Poziomie 34
88,GRIMER,,89,MUK,,At Level 38,Al Nv.38,At Level 38,Au N. 38,Al Livello 38,Auf Lv. 38,在等级38,在等級38,No Nível 38,레벨 38,Lv.38で,Al nivell 38,At Level 38,At Level 38,At Level 38,At Level 38,At Level 38,На 38 Ур.,At Level 38,At Level 38,At Level 38,At Level 38,Vid nivå 38,At Level 38,Ở Cấp 38,Na Poziomie 38
90,SHELLDER,,91,CLOYSTER,,Use the Water Stone (Great),Usa Piedra Agua (Súper),Use the Piedra Agua (Great),Avec l’objet Pierre Eau (Super),Con l’oggetto Pietraidrica(Mega),Benötigt Wasserstein (Super),使用水之石 (超级球),使用水之石 (超級球),Use Pedra da Água (Super),아이템 사용: 물의돌 (슈퍼),みずのいし (スーパー)を 使う,Utilitza l’objecte Water Stone (Súper),Use the Water Stone (Great),Use the Water Stone (Great),Use the Water Stone (Great),Use the Su Taşı (Great),Use the Water Stone (Great),Используйте Водный Камень Мега,Use the Batu Air (Great),Use the Water Stone (Great),Use the Water Stone (Great),Use the Water Stone (Great),Använd förmålet Vattensten (Super),Use the Водний Камінь (Great),Sử dụng vật phẩm Water Stone (Great),Use the Water Stone (Great)
92,GASTLY,,93,HAUNTER,,At Level 25,Al Nv.25,At Level 25,Au N. 25,Al Livello 25,Auf Lv. 25,在等级25,在等級25,No Nível 25,레벨 25,Lv.25で,Al nivell 25,At Level 25,At Level 25,At Level 25,At Level 25,At Level 25,На 25 Ур.,At Level 25,At Level 25,At Level 25,At Level 25,Vid nivå 25,At Level 25,Ở Cấp 25,Na Poziomie 25
93,HAUNTER,,94,GENGAR,,Use the Linking Cord (Great),Usa Cordón Unión (Súper),Use the Cordón Unión (Great),Avec l’objet Fil de Liaison (Super),Con l’oggetto Filo dell’unione(Mega),Benötigt Linkkabel (Super),使用联系绳 (超级球),使用聯繫繩 (超級球),Use Cabo de Conexão (Super),아이템 사용: 연결의끈 (슈퍼),つながりのヒモ (スーパー)を 使う,Utilitza l’objecte Linking Cord (Súper),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Используйте Соединительный Шнур Мега,Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Använd förmålet Länkande lina (Super),Use the З’єднувальний Шнур (Great),Sử dụng vật phẩm Linking Cord (Great),Use the Linking Cord (Great)
95,ONIX,,208,STEELIX,,While knowing a Steel-type move|Use the Linking Cord (Great),Conociendo un movimiento de tipo Acero|Usa Cordón Unión (Súper),While knowing a Acero-type move|Use the Cordón Unión (Great),Connaissant une capacité Acier|Avec l’objet Fil de Liaison (Super),Conoscendo una mossa Acciaio|Con l’oggetto Filo dell’unione(Mega),Mit erlernter Attacke vom Typ Stahl|Benötigt Linkkabel (Super),学会钢 属性的招式|使用联系绳 (超级球),學會鋼 屬性的招式|使用聯繫繩 (超級球),Sabendo um movimento do tipo Aço|Use Cabo de Conexão (Super),강철 타입 기술을 배우고 있어야 함|아이템 사용: 연결의끈 (슈퍼),はがねの 技を 覚えていた まま|つながりのヒモ (スーパー)を 使う,While knowing a Acer-type move|Utilitza l’objecte Linking Cord (Súper),While knowing a Altzairu-type move|Use the Linking Cord (Great),While knowing a Stål-type move|Use the Linking Cord (Great),While knowing a โลหะ-type move|Use the Linking Cord (Great),While knowing a Çelik-type move|Use the Linking Cord (Great),While knowing a Oţel-type move|Use the Linking Cord (Great),Зная приём типа Сталь|Используйте Соединительный Шнур Мега,While knowing a Logam-type move|Use the Linking Cord (Great),While knowing a स्टील-type move|Use the Linking Cord (Great),While knowing a Bakal-type move|Use the Linking Cord (Great),While knowing a Stål-type move|Use the Linking Cord (Great),När den kan en teknik av typen Stål|Använd förmålet Länkande lina (Super),While knowing a Стальний-type move|Use the З’єднувальний Шнур (Great),Khi đã học 1 chiêu thức hệ Thép|Sử dụng vật phẩm Linking Cord (Great),While knowing a Stalowy-type move|Use the Linking Cord (Great)
96,DROWZEE,,97,HYPNO,,At Level 26,Al Nv.26,At Level 26,Au N. 26,Al Livello 26,Auf Lv. 26,在等级26,在等級26,No Nível 26,레벨 26,Lv.26で,Al nivell 26,At Level 26,At Level 26,At Level 26,At Level 26,At Level 26,На 26 Ур.,At Level 26,At Level 26,At Level 26,At Level 26,Vid nivå 26,At Level 26,Ở Cấp 26,Na Poziomie 26
98,KRABBY,,99,KINGLER,,At Level 28,Al Nv.28,At Level 28,Au N. 28,Al Livello 28,Auf Lv. 28,在等级28,在等級28,No Nível 28,레벨 28,Lv.28で,Al nivell 28,At Level 28,At Level 28,At Level 28,At Level 28,At Level 28,На 28 Ур.,At Level 28,At Level 28,At Level 28,At Level 28,Vid nivå 28,At Level 28,Ở Cấp 28,Na Poziomie 28
100,VOLTORB,,101,ELECTRODE,,At Level 30,Al Nv.30,At Level 30,Au N. 30,Al Livello 30,Auf Lv. 30,在等级30,在等級30,No Nível 30,레벨 30,Lv.30で,Al nivell 30,At Level 30,At Level 30,At Level 30,At Level 30,At Level 30,На 30 Ур.,At Level 30,At Level 30,At Level 30,At Level 30,Vid nivå 30,At Level 30,Ở Cấp 30,Na Poziomie 30
102,EXEGGCUTE,,2103,ALOLA_EXEGGUTOR,,Use the Sun Stone (Great),Usa Piedra Solar (Súper),Use the Piedra Solar (Great),Avec l’objet Pierre Soleil (Super),Con l’oggetto Pietrasolare(Mega),Benötigt Sonnenstein (Super),使用日之石 (超级球),使用日之石 (超級球),Use Pedra do Sol (Super),아이템 사용: 태양의돌 (슈퍼),たいようのいし (スーパー)を 使う,Utilitza l’objecte Sun Stone (Súper),Use the Sun Stone (Great),Use the Sun Stone (Great),Use the หินพระอาทิตย์ (Great),Use the Güneş Taşı (Great),Use the Sun Stone (Great),Используйте Солнечный Камень Мега,Use the Batu Mentari (Great),Use the सन स्टोन (Great),Use the Sun Stone (Great),Use the Sun Stone (Great),Använd förmålet Solsten (Super),Use the Сонячний Камінь (Great),Sử dụng vật phẩm Sun Stone (Great),Use the Sun Stone (Great)
102,EXEGGCUTE,,103,EXEGGUTOR,,Use the Leaf Stone (Great),Usa Piedra Hoja (Súper),Use the Piedra Hoja (Great),Avec l’objet Pierre Plante (Super),Con l’oggetto Pietrafoglia(Mega),Benötigt Blattstein (Super),使用叶之石 (超级球),使用葉之石 (超級球),Use Pedra da Folha (Super),아이템 사용: 리프의돌 (슈퍼),リーフのいし (スーパー)を 使う,Utilitza l’objecte Leaf Stone (Súper),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Yaprak Taşı (Great),Use the Leaf Stone (Great),Используйте Лиственный Камень Мега,Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Use the Leaf Stone (Great),Använd förmålet Lövsten (Super),Use the Листовий Камінь (Great),Sử dụng vật phẩm Leaf Stone (Great),Use the Leaf Stone (Great)
104,CUBONE,,2105,ALOLA_MAROWAK,,During Night or Dusk|At Level 28,Durante la noche o el anochecer|Al Nv.28,During Night or Dusk|At Level 28,De Nuit ou au Crépuscule|Au N. 28,Durante la Notte o al Tramonto|Al Livello 28,Während Nacht oder Abenddämmerung|Auf Lv. 28,在夜晚或黄昏|在等级28,在夜晚或黃昏|在等級28,Durante Noite ou Crepúsculo|No Nível 28,밤 또는 황혼|레벨 28,夜や夕方に|Lv.28で,Durant la Nit o el Vespre|Al nivell 28,During Night or Dusk|At Level 28,During Night or Dusk|At Level 28,During Night or Dusk|At Level 28,During Night or Dusk|At Level 28,During Night or Dusk|At Level 28,Ночью или в сумерках|На 28 Ур.,During Night or Dusk|At Level 28,During Night or Dusk|At Level 28,During Night or Dusk|At Level 28,During Night or Dusk|At Level 28,På natten eller skymningen|Vid nivå 28,During Night or Dusk|At Level 28,Vào Ban Đêm hoặc Hoàng Hôn|Ở Cấp 28,During Night or Dusk|Na Poziomie 28
104,CUBONE,,105,MAROWAK,,During Day or Dawn|At Level 28,Durante el día o el amanecer|Al Nv.28,During Day or Dawn|At Level 28,De Jour ou à l’Aube|Au N. 28,Durante il Giorno o l’Alba|Al Livello 28,Während Tag oder Morgengrauen|Auf Lv. 28,在白天或黎明|在等级28,在白天或黎明|在等級28,Durante Dia ou Amanhecer|No Nível 28,낮 또는 새벽|레벨 28,昼や朝に|Lv.28で,Durant el Dia o l’Alba|Al nivell 28,During Day or Dawn|At Level 28,During Day or Dawn|At Level 28,During Day or Dawn|At Level 28,During Day or Dawn|At Level 28,During Day or Dawn|At Level 28,Днём или на рассвете|На 28 Ур.,During Day or Dawn|At Level 28,During Day or Dawn|At Level 28,During Day or Dawn|At Level 28,During Day or Dawn|At Level 28,På dagen eller gryningen|Vid nivå 28,During Day or Dawn|At Level 28,Vào Ban Ngày hoặc Bình Minh|Ở Cấp 28,Za Dnia lub o Świcie|Na Poziomie 28
108,LICKITUNG,,463,LICKILICKY,,While knowing the move Rollout|At Level 32,Conociendo el movimiento Rodar|Al Nv.32,While knowing the move Rodada|At Level 32,Connaissant la capacité Roulade|Au N. 32,Conoscendo la mossa Rotolamento|Al Livello 32,Mit erlernter Attacke Walzer|Auf Lv. 32,学会滚动招式|在等级32,學會滾動招式|在等級32,Sabendo o movimento Rollout|No Nível 32,구르기[[를]] 배우고 있어야 함|레벨 32,「ころがる」を 覚えていた まま|Lv.32で,While knowing the move Rollout|Al nivell 32,While knowing the move Rollout|At Level 32,While knowing the move Rollout|At Level 32,While knowing the move Rollout|At Level 32,While knowing the move Yuvarlanma|At Level 32,While knowing the move Rollout|At Level 32,Зная приём Перекат|На 32 Ур.,While knowing the move Menggelinding|At Level 32,While knowing the move रोलआउट|At Level 32,While knowing the move Rollout|At Level 32,While knowing the move Rollout|At Level 32,När den kan tekniken Bumlingsrull|Vid nivå 32,While knowing the move Rollout|At Level 32,Khi đã học chiêu thức Rollout|Ở Cấp 32,While knowing the move Rollout|Na Poziomie 32
109,KOFFING,,4110,GALAR_WEEZING,,During Night or Dusk|At Level 35,Durante la noche o el anochecer|Al Nv.35,During Night or Dusk|At Level 35,De Nuit ou au Crépuscule|Au N. 35,Durante la Notte o al Tramonto|Al Livello 35,Während Nacht oder Abenddämmerung|Auf Lv. 35,在夜晚或黄昏|在等级35,在夜晚或黃昏|在等級35,Durante Noite ou Crepúsculo|No Nível 35,밤 또는 황혼|레벨 35,夜や夕方に|Lv.35で,Durant la Nit o el Vespre|Al nivell 35,During Night or Dusk|At Level 35,During Night or Dusk|At Level 35,During Night or Dusk|At Level 35,During Night or Dusk|At Level 35,During Night or Dusk|At Level 35,Ночью или в сумерках|На 35 Ур.,During Night or Dusk|At Level 35,During Night or Dusk|At Level 35,During Night or Dusk|At Level 35,During Night or Dusk|At Level 35,På natten eller skymningen|Vid nivå 35,During Night or Dusk|At Level 35,Vào Ban Đêm hoặc Hoàng Hôn|Ở Cấp 35,During Night or Dusk|Na Poziomie 35
109,KOFFING,,110,WEEZING,,During Day or Dawn|At Level 35,Durante el día o el amanecer|Al Nv.35,During Day or Dawn|At Level 35,De Jour ou à l’Aube|Au N. 35,Durante il Giorno o l’Alba|Al Livello 35,Während Tag oder Morgengrauen|Auf Lv. 35,在白天或黎明|在等级35,在白天或黎明|在等級35,Durante Dia ou Amanhecer|No Nível 35,낮 또는 새벽|레벨 35,昼や朝に|Lv.35で,Durant el Dia o l’Alba|Al nivell 35,During Day or Dawn|At Level 35,During Day or Dawn|At Level 35,During Day or Dawn|At Level 35,During Day or Dawn|At Level 35,During Day or Dawn|At Level 35,Днём или на рассвете|На 35 Ур.,During Day or Dawn|At Level 35,During Day or Dawn|At Level 35,During Day or Dawn|At Level 35,During Day or Dawn|At Level 35,På dagen eller gryningen|Vid nivå 35,During Day or Dawn|At Level 35,Vào Ban Ngày hoặc Bình Minh|Ở Cấp 35,Za Dnia lub o Świcie|Na Poziomie 35
111,RHYHORN,,112,RHYDON,,At Level 42,Al Nv.42,At Level 42,Au N. 42,Al Livello 42,Auf Lv. 42,在等级42,在等級42,No Nível 42,레벨 42,Lv.42で,Al nivell 42,At Level 42,At Level 42,At Level 42,At Level 42,At Level 42,На 42 Ур.,At Level 42,At Level 42,At Level 42,At Level 42,Vid nivå 42,At Level 42,Ở Cấp 42,Na Poziomie 42
112,RHYDON,,464,RHYPERIOR,,Use the Protector (Great),Usa Protector (Súper),Use the Protector (Great),Avec l’objet Protecteur (Super),Con l’oggetto Copertura(Mega),Benötigt Schützer (Super),使用护具 (超级球),使用護具 (超級球),Use Cobertura (Super),아이템 사용: 프로텍터 (슈퍼),プロテクター (スーパー)を 使う,Utilitza l’objecte Protector (Súper),Use the Protector (Great),Use the Protector (Great),Use the Protector (Great),Use the Koruyucu (Great),Use the Protector (Great),Используйте Протектор Мега,Use the Protector (Great),Use the Protector (Great),Use the Protector (Great),Use the Protector (Great),Använd förmålet Skyddsplattor (Super),Use the Захисник (Great),Sử dụng vật phẩm Protector (Great),Use the Protector (Great)
